OSM_TYPE,OSM_ID,NAME,LEISURE_TYPE,CATEGORY,SPORT,BRAND,OPERATOR,ADDRESS,PHONE,WEBSITE,OPENING_HOURS,LATITUDE,LONGITUDE
way,444154155,Movati,fitness_centre,Fitness Center,,,,15 Crestway Drive,,,,45.2769432,-75.7139631
way,471885469,Movati,fitness_centre,Fitness Center,,,,19 Frank Nighbor Place,,,,45.3005297,-75.9163947
way,483033146,Movati,fitness_centre,Fitness Center,,,,3772 Innes Road,,,,45.4487345,-75.514287
way,551780121,Movati,fitness_centre,Fitness Center,,,,1395 Meadowlands Drive East,+1-613-515-2665,https://movatiathletic.com/fitness-clubs/nepean/,,45.3537769,-75.7317728
node,5756693753,N1 Thai Boxing Academy,fitness_centre,Fitness Center,boxing,,,401 Preston Street,,https://www.n1thai.com/,,45.4001916,-75.7090462
node,12319507803,Nakkertok Ski Club,fitness_centre,Fitness Center,,,,,,http://Nakkertok.ca,,45.5337206,-75.7201714
way,671009991,Nautilus Plus,fitness_centre,Fitness Center,,,,920 Boulevard Maloney Ouest,+1-819-561-6555,https://www.nautilusplus.com/gym/gatineau/,Mo-Fr 06:00-22:00; Sa-Su 08:00-18:00,45.4779218,-75.6901602
way,693953705,Nautilus Plus,fitness_centre,Fitness Center,,,,203 Chemin d'Aylmer,,,,45.3967885,-75.8327584
node,6505007894,Nautilus Plus,fitness_centre,Fitness Center,,,,,,,,45.4456436,-75.7338654
node,6396610484,Neak Ta,fitness_centre,Fitness Center,,,,1181 Rockingham Avenue,,https://www.neakta.com/,,45.3829383,-75.6716126
node,6147857504,Nepean Active Health Centre,fitness_centre,Fitness Center,yoga,,,35 Auriga Drive,,,,45.3309812,-75.7046145
node,5973552994,Nepean-Corona School of Gymnastics,fitness_centre,Fitness Center,gymnastics,,,155 Colonnade Road South,,,,45.3432327,-75.7050169
node,4348616506,Neuron Upgrade Training Station,fitness_centre,Fitness Center,,,,2253 Gladwin Crescent,,,,45.405081,-75.6241725
node,4354434307,New Body Dimensions Gym,fitness_centre,Fitness Center,,,,St-Laurent Boulevard,,,,45.403996,-75.6264306
node,6171412946,New Era Combat Sports,fitness_centre,Fitness Center,,,,329 March Road,,,,45.3353453,-75.9082626
node,5878796875,Nova Uniao Ottawa,fitness_centre,Fitness Center,,,,1306 Wellington Street West,,,,45.3986393,-75.7362572
node,6300350760,OCR Academy,fitness_centre,Fitness Center,,,,1140 Morrison Drive,,,,45.3455043,-75.7974431
node,5883191210,Olympia Gymnastics,fitness_centre,Fitness Center,gymnastics,,,44 Iber Road,,,,45.2802315,-75.908976
node,3690129026,Optimum Performance Athlétique,fitness_centre,Fitness Center,,,,1055 Boulevard de la Carrière,,,,45.45836,-75.734081
way,483215203,Orangetheory Fitness,fitness_centre,Fitness Center,,Orangetheory Fitness,,1001 Daze Street,,,,45.354496,-75.651761
way,566237518,Orangetheory Fitness,fitness_centre,Fitness Center,,Orangetheory Fitness,,5703 Hazeldean Road,,,,45.2854167,-75.9127974
way,610253352,Orangetheory Fitness,fitness_centre,Fitness Center,,Orangetheory Fitness,,34 Highbury Park Drive,,,,45.2771242,-75.7483573
node,5670784521,Orangetheory Fitness,fitness_centre,Fitness Center,,Orangetheory Fitness,,1445 Merivale Road,,,,45.362718,-75.7329152
node,6765212167,Orleans Crossfit,fitness_centre,Fitness Center,,,,571 Lacolle Way,,,,45.4895386,-75.4860714
node,6266617116,Orleans Taekwondo,fitness_centre,Fitness Center,,,,1455 Youville Drive,,,,45.4635489,-75.5515751
way,682494796,Ottawa Academy of Martial Arts,fitness_centre,Fitness Center,,,,1810 Carling Avenue,+1-613-728-0880,,,45.37679,-75.754852
node,5731473466,Ottawa Academy of Martial Arts,fitness_centre,Fitness Center,,,,444 Hazeldean Road,,,,45.2990605,-75.8859191
node,5741697430,Ottawa Chito-Kai Karate,fitness_centre,Fitness Center,,,,1796 Courtwood Crescent,,,,45.369863,-75.7501748
node,5799110353,Ottawa Circus School,fitness_centre,Fitness Center,,,,2275 Gladwin Crescent,,,,45.4042608,-75.6237231
node,5835515524,Ottawa Cossfit Bytown,fitness_centre,Fitness Center,,,,225 Preston Street,,,,45.4056275,-75.7123058
node,4750919395,Ottawa Fight & Fitness,fitness_centre,Fitness Center,fitness,,,464 Bank Street,,,,45.4110756,-75.6931515
node,6266683767,Ottawa Jeet Kune Do,fitness_centre,Fitness Center,,,,1803 St. Joseph Boulevard,,,,45.4621436,-75.5479682
node,5838632393,Ottawa jiu-jitsu,fitness_centre,Fitness Center,,,,1484 Scott Street,+1 902-817-3000,,,45.4051751,-75.7302182
node,5825900105,Ottawa JKA Karate,fitness_centre,Fitness Center,,,,475 Cambridge Street South,,,,45.4027463,-75.701764
node,4543665076,Ottawa Pole Fitness Studio,fitness_centre,Fitness Center,,,,1066 Somerset Street West,,,,45.406479,-75.7201423
node,5893484101,Oxygen Yoga & Fitness,fitness_centre,Fitness Center,yoga,,,250 Centrum Boulevard,,,,45.4802527,-75.5105002
node,11112834536,Oxygen Yoga & Fitness,fitness_centre,Fitness Center,yoga,,,1050 Bank Street,,,,45.3951569,-75.6841694
node,11143748356,Oxygen Yoga & Fitness,fitness_centre,Fitness Center,yoga,,,,,,,45.3234017,-75.9263913
node,5961954881,Patenaude Martial Arts,fitness_centre,Fitness Center,,,,2035 Lanthier Drive,,,,45.4565447,-75.4910383
node,6287185497,Patenaude Martial Arts,fitness_centre,Fitness Center,martial_arts,,,306 Rue Notre-Dame,,,,45.4812689,-75.6442434
node,5889507801,Pathway Jiu Jitsu,fitness_centre,Fitness Center,,,,67 Iber Road,,,,45.2791388,-75.9062201
node,5720669274,Pathway Yoga,fitness_centre,Fitness Center,yoga,,,346 Richmond Road,,,,45.3916383,-75.7542884
node,11386712350,Perseverance Taekwon-Do,fitness_centre,Fitness Center,,,,1 Cleopatra Drive,,,,45.3274547,-75.7204961
node,5799646295,Phoenix Taekwondo,fitness_centre,Fitness Center,,,,800 Industrial Avenue,,,,45.4080063,-75.6338082
node,5931725088,Phoenixx Fitness,fitness_centre,Fitness Center,fitness,,,6000 Voyageur Drive,,,,45.4758487,-75.5484228
node,6440963549,Physics Crossfit,fitness_centre,Fitness Center,,,,5300 Canotek Road,,,,45.4518353,-75.588086
node,11609241717,Pilates on Beechwood,fitness_centre,Fitness Center,pilates,,,140 Beechwood Avenue,,,,45.441298,-75.6729643
node,5825966450,Pilates Space,fitness_centre,Fitness Center,pilates,,,340 MacLaren Street,,,,45.4149459,-75.6944436
node,6427128829,Pilates Vitalite,fitness_centre,Fitness Center,,,,,,,,45.4756766,-75.7083052
way,484963110,Planet Fitness,fitness_centre,Fitness Center,,Planet Fitness,,2006 Mer Bleue Road,,,24/7,45.4542813,-75.5053242
way,570367958,Planet Fitness,fitness_centre,Fitness Center,,Planet Fitness,,1821 Robertson Road,,,,45.3291041,-75.8190748
way,573225415,Planet Fitness,fitness_centre,Fitness Center,,Planet Fitness,,1642 Merivale Road,,,,45.3449105,-75.7315648
node,5550267499,Planet Fitness,fitness_centre,Fitness Center,weights;cardio;exercise;fitness,Planet Fitness,,99 Bank Street,+1 343-655-2810,https://www.planetfitness.ca/gyms/ottawa-downtown,24/7,45.4206567,-75.699913
way,68708651,Power Muscle Fitness,fitness_centre,Fitness Center,,,,555 March Road,,,,45.3468368,-75.9232248
node,5874665737,Powerhaus,fitness_centre,Fitness Center,,,,411 Roosevelt Avenue,,,,45.3904573,-75.7564891
node,12610274001,Prana Shanti Yoga Studio,fitness_centre,Fitness Center,,,,,+1 613-761-9642,https://pranashanti.com/,,45.4032814,-75.715296
node,6078081536,Precision Gymnastics,fitness_centre,Fitness Center,gymnastics,,,3500 Fallowfield Road,,,,45.2929534,-75.7423619
node,6591851040,Precision Gymnastics,fitness_centre,Fitness Center,gymnastics,,,3226 Limebank Road,,,,45.3177677,-75.6881453
node,6747817905,Premium Performance,fitness_centre,Fitness Center,,,,1065 Wellington Street West,,,Mo-Fr 06:00-20:00; Sa 09:00-15:00,45.4038492,-75.7250206
node,4911333479,Prime,fitness_centre,Fitness Center,,,,429 St-Laurent Boulevard,,,,45.4475534,-75.6498804
node,6287480126,Proflex Gym,fitness_centre,Fitness Center,,,,630 Boulevard Maloney Est,,,,45.4832125,-75.6274474
node,3671180074,Pure Yoga,fitness_centre,Fitness Center,yoga,,,,,,,45.4142865,-75.6952656
node,5720726901,Pure Yoga,fitness_centre,Fitness Center,yoga,,,279 Richmond Road,,,,45.3933119,-75.7514741
node,5838610354,Pure Yoga,fitness_centre,Fitness Center,yoga,,,71 Bank Street,,,,45.4208803,-75.7008601
node,5720740863,REFORM Health & Fitness,fitness_centre,Fitness Center,,,,317 McRae Avenue,,,,45.3959413,-75.7497387
node,6475954934,Richmond Martial Arts,fitness_centre,Fitness Center,,,,6179 Perth Street,,,,45.1940086,-75.8424921
node,5976659124,Rideau Gymnastics,fitness_centre,Fitness Center,gymnastics,,,150 Katimavik Road,,,,45.3122218,-75.8959351
way,533298638,Rideau Osgoode Karate Club,fitness_centre,Fitness Center,,,,,,https://www.facebook.com/rideauosgoode/,,45.149894,-75.6018444
way,591866067,Saroughi International Taekwon-do,fitness_centre,Fitness Center,,,,2016 Tenth Line Road,,,,45.4595834,-75.4887498
node,5833495290,Saroughi Martial Arts,fitness_centre,Fitness Center,,,,1950 Bank Street,,,,45.3672631,-75.6622437
node,11382662122,Shaolin Kung Fu Centre,fitness_centre,Fitness Center,,,,1884 Merivale Road,,https://www.shaolincentre.com/,,45.331461,-75.7241194
way,614485959,Silver 7 Martial Arts,fitness_centre,Fitness Center,,,,737 Silver Seven Road,,,,45.3014912,-75.9134133
way,479399954,Silver7 Martial Arts,fitness_centre,Fitness Center,,,,3500 Fallowfield Road,+1-613-843-7878,https://silver7martialarts.com,,45.2940173,-75.7413251
node,5947441345,Smash's Strength Lab,fitness_centre,Fitness Center,,,,1427 Ogilvie Road,,,,45.4312168,-75.6204857
way,632594644,Snap Fitness,fitness_centre,Fitness Center,,Snap Fitness,,,,https://www.snapfitness.com/ca/gyms/rockland-on,,45.5391301,-75.3027704
node,11112834535,Soulspeak Studio,fitness_centre,Fitness Center,yoga,,,,,,,45.3925143,-75.6816387
node,5415554934,Spartan Health,fitness_centre,Fitness Center,,,,1657 Montréal Road,,,,45.4467381,-75.6143304
node,6034633384,Spinco,fitness_centre,Fitness Center,fitness,,,123 Slater Street,,,,45.4207424,-75.6968254
node,10966040782,Spinco,fitness_centre,Fitness Center,cycling,,,5734 Hazeldean Road,,,,45.2818985,-75.9124128
node,6096434301,Spring Action Trampoline Centre,fitness_centre,Fitness Center,trampoline,,,5515 Canotek Road,,,,45.45627,-75.5829401
way,472249178,Starr Gymnastics & Fitness,fitness_centre,Fitness Center,gymnastics,,,520 Lacolle Way,,,,45.490488,-75.481569
way,690972673,Starr Gymnastics Centre,fitness_centre,Fitness Center,gymnastics,,,2766 Lancaster Road,,,,45.3958022,-75.606381
node,6275423475,Strong Pilates,fitness_centre,Fitness Center,yoga,,,1306 Wellington Street West,,,,45.3986155,-75.7362617
way,638285843,Studio Elite,fitness_centre,Fitness Center,,,,28 McArthur Avenue,,,,45.4306575,-75.6673715
node,9070462970,Studio Énergie 148,fitness_centre,Fitness Center,,,,371 Rue Papineau,+1-819-427-6195,http://studioenergie.ca/,,45.6162087,-75.0257027
node,5982077758,Studio One,fitness_centre,Fitness Center,fitness,,,1 Springfield Road,,,,45.440065,-75.6762612
node,6704010016,Studio Vie Active,fitness_centre,Fitness Center,yoga,,,260 Boulevard Saint-Raymond,,,,45.4271589,-75.7623095
node,6572858056,Sunny Tang Ving Tsun Kung Fu,fitness_centre,Fitness Center,,,,2591 Carp Road,,,,45.2967563,-75.9767166
node,4721424887,Suyin Lifts,fitness_centre,Fitness Center,,,,933 Carling Avenue,,,,45.3956097,-75.7131699
node,5648501095,Sweat Equity,fitness_centre,Fitness Center,,,,95 Abbeyhill Drive,,,,45.3006824,-75.8760036
node,5726053113,Tae E. Lee Taekwondo,fitness_centre,Fitness Center,,,,1300 Carling Avenue,,,,45.3857141,-75.7340759
node,5868668219,Tae E. Lee Taekwondo,fitness_centre,Fitness Center,,,,288 Bank Street,,,,45.4154797,-75.6967697
way,236481866,Takahashi Dojo,fitness_centre,Fitness Center,,,,5 Melrose Avenue,,,,45.4031842,-75.724671
node,5521191047,Team Bushido MMA Fitness Centre,fitness_centre,Fitness Center,,,,1511 Merivale Road,,,,45.3573657,-75.7366086
node,5832443727,Thai Boxing Boss & Fitness,fitness_centre,Fitness Center,,,,104 Maley Street,,,,45.0186703,-75.6479381
node,9611926166,The Fitness Lab,fitness_centre,Fitness Center,,,,5536 Ann Street,,,,45.2248265,-75.6854407
node,6074639207,The Gym,fitness_centre,Fitness Center,,,,2880 Sheffield Road,,,,45.3964385,-75.6020308
node,11461025166,The Proving Grounds,fitness_centre,Fitness Center,,,,48 Northside Road,,,,45.3282307,-75.8169278
node,5838632396,The Rig,fitness_centre,Fitness Center,,,,1480 Scott Street,,https://www.therigboxing.com/,,45.4052933,-75.7298072
node,6200093770,The Rig,fitness_centre,Fitness Center,boxing,,,22 Caesar Avenue,,,,45.32669,-75.7238011
node,6135397686,Therapeutic Effects,fitness_centre,Fitness Center,yoga,,,130 Terence Matthews Crescent,,,,45.2877567,-75.8730485
node,6287226423,Therien Jiu-Jitsu & Kickboxing,fitness_centre,Fitness Center,martial_arts,,,340 Boulevard Maloney Est,,,,45.4841556,-75.642968
way,606789212,Therien Martial Arts,fitness_centre,Fitness Center,,,,2297 St. Joseph Boulevard,,,,45.4680947,-75.5325621
node,5724475378,Tina Takashi,fitness_centre,Fitness Center,,,,1061 Merivale Road,,,,45.3778591,-75.7329071
node,5867011000,True Form Health & Fitness,fitness_centre,Fitness Center,fitness,,,384 Bank Street,,,,45.4135088,-75.6950793
node,5837983727,TRYumph Gymnastics Academy,fitness_centre,Fitness Center,gymnastics,,,1373 Ogilvie Road,+1-613-742-5066,https://tryumphgymnastics.ca/,Mo-Fr 09:00-18:00,45.430764,-75.6215927
node,3696024535,Tumblers Gymnastics Centre,fitness_centre,Fitness Center,gymnastics,,,330 Vantage Drive,,,,45.4578436,-75.4915193
node,6760321445,Ultime Sport,fitness_centre,Fitness Center,martial_arts,,,,,,,45.4529861,-75.7390805
node,6762812849,Ultime Sport,fitness_centre,Fitness Center,martial_arts,,,,,,,45.453182,-75.7391487
node,4473511808,Underground,fitness_centre,Fitness Center,,,,957 Gladstone Avenue,,,,45.4037534,-75.7154909
node,3690507139,UniGym,fitness_centre,Fitness Center,,,,183 Chemin Freeman,,,,45.4723302,-75.7451544
node,3690853143,Unigym Gatineau,fitness_centre,Fitness Center,gymnastics,,,75 Chemin de Montréal Est,,,,45.5457151,-75.4122386
node,5752163028,Uplift Ottawa,fitness_centre,Fitness Center,,,,2288 St. Joseph Boulevard,,,,45.4679139,-75.5310824
node,4419607090,Uprise Fit,fitness_centre,Fitness Center,,,,175 B Lisgar Street,+1-613-860-2348,,,45.4190347,-75.692503
node,4751128161,Upward Dog Yoga,fitness_centre,Fitness Center,yoga,,,253 Dalhousie Street,,,,45.4310473,-75.6927175
way,294778074,Upward Dog Yoga Centre,fitness_centre,Fitness Center,yoga,,,251 Dalhousie Street,+1-613-241-9642,https://upwarddogyoga.ca/,,45.4310624,-75.6927069
node,6177527124,Wandering Path Yoga,fitness_centre,Fitness Center,yoga,,,125 Prescott Street,,,,45.0157992,-75.6449904
node,6144224038,Warriors of the Light,fitness_centre,Fitness Center,,,,9 Capella Court,,,,45.3330837,-75.706594
node,5941654227,WeFit.ca,fitness_centre,Fitness Center,fitness,,,198 Preston Street,,,,45.4057791,-75.7129032
node,5878796874,Westside Muay Thai,fitness_centre,Fitness Center,,,,1306 Wellington Street West,,,,45.3986487,-75.7361835
node,5867011014,Wheelhouse,fitness_centre,Fitness Center,cycling,,,455 Bank Street,,,,45.4117836,-75.6931769
node,2037688851,World Karate Centre,fitness_centre,Fitness Center,,,,4 Lorry Greenberg Drive,,,,45.3689988,-75.6212192
way,709287217,Yoga Tribe,fitness_centre,Fitness Center,yoga,,,425 Boulevard La Vérendrye Est,,,,45.5019767,-75.6419907
way,640897176,yogatown,fitness_centre,Fitness Center,yoga,,,1300 Stittsville Main Street,,,,45.2654244,-75.9302474
node,5835515530,Yogatown,fitness_centre,Fitness Center,yoga,,,300 Preston Street,,,,45.4034897,-75.7115105
node,7974960273,Yogatown,fitness_centre,Fitness Center,,,,34 Highbury Park Drive,,,,45.2775487,-75.7485209
node,5868722855,Zen For You,fitness_centre,Fitness Center,yoga,,,309 Cooper Street,,,,45.4174062,-75.6939299
way,87362548,,sports_centre,Sports Center,,,,165 Rue des Sables,,,,45.497376,-75.5929245
way,234585997,,sports_centre,Sports Center,,,,265 Centrum Boulevard,,https://www.ymcaywca.ca/locations/Orleans+Y/,,45.4813886,-75.5092239
way,483775286,,sports_centre,Sports Center,,,,2935 Conroy Road,,,,45.3823925,-75.628227
way,555806209,,sports_centre,Sports Center,ice_skating,,,,,,,45.5984565,-75.6157625
way,1204574798,,sports_centre,Sports Center,baseball,,,5 Rue Sanscartier,,,,45.4775395,-75.6406856
way,1204703567,,sports_centre,Sports Center,baseball,,,82 Rue Sabourin,,,,45.4796193,-75.6324604
way,1204971354,,sports_centre,Sports Center,baseball,,,5 Rue Sanscartier,,,,45.4786462,-75.6408392
way,1204971361,,sports_centre,Sports Center,baseball,,,5 Rue Sanscartier,,,,45.4795913,-75.6411463
way,1307071698,,sports_centre,Sports Center,baseball,,,20 Rue Court,,,,45.3916543,-75.8441162
way,1307084440,,sports_centre,Sports Center,baseball,,,5 Rue Sanscartier,,,,45.4771525,-75.6415114
way,1307084443,,sports_centre,Sports Center,baseball,,,5 Rue Sanscartier,,,,45.477733,-75.6421487
way,1308621806,,sports_centre,Sports Center,baseball,,,13 Rue du Curé-Labelle,,,,45.4920187,-75.6050737
way,1308635154,,sports_centre,Sports Center,baseball,,,22 Rue d'Auvergne,,,,45.4740409,-75.7250281
way,1308734233,,sports_centre,Sports Center,baseball,,,23A Rue Saint-Alexandre,,,,45.4941187,-75.7559045
way,1308739719,,sports_centre,Sports Center,baseball,,,36 Rue de Savoie,,,,45.4761979,-75.7166208
way,1308852426,,sports_centre,Sports Center,baseball,,,40 Rue Pilon,,,,45.4279523,-75.7221761
way,1308884336,,sports_centre,Sports Center,baseball,,,70 Boulevard Saint-Joseph,,,,45.4281198,-75.7320475
way,1308940494,,sports_centre,Sports Center,baseball,,,80 Rue Moreau,,,,45.4643526,-75.7083226
way,1308940496,,sports_centre,Sports Center,baseball,,,80 Rue Moreau,,,,45.4632062,-75.7083024
way,1309197200,,sports_centre,Sports Center,baseball,,,40 Rue du Bassin,,,,45.5426348,-75.4126885
way,1309412131,,sports_centre,Sports Center,baseball,,,Hillcrest Avenue,,,,45.6115004,-76.4908991
way,1312365331,,sports_centre,Sports Center,baseball,,,17 Chemin du Manoir,,,,45.5992565,-75.6150241
way,1385360570,,sports_centre,Sports Center,baseball,,,68 Rue Guindon,,,,45.6075235,-75.1089761
way,1411647706,,sports_centre,Sports Center,baseball,,,26 Rue Belmont,,,,45.3925583,-75.8291521
way,1412237756,,sports_centre,Sports Center,baseball,,,2 Avenue White,,,,45.5198999,-76.4148671
way,1414094918,,sports_centre,Sports Center,,,,,,,,45.3481271,-75.2615338
node,4567873631,,sports_centre,Sports Center,swimming,,,,,,,45.4672391,-75.7054627
way,69587945,Alfred Taylor Recreation Centre,sports_centre,Sports Center,,,Ottawa,,,,,45.1301721,-75.7108535
way,258171382,Algonquin College Dome,sports_centre,Sports Center,,,,570 Wàbisheshì Private,,,,45.3523445,-75.75013
node,5838396285,Altitude Gym,sports_centre,Sports Center,climbing,,,501 Palladium Drive,,https://altitudegym.ca/en/kanata/,Mo-Fr 10:00-22:00; Sa-Su 10:00-10:00,45.2979843,-75.9116631
node,6373100184,Altitude Gym,sports_centre,Sports Center,climbing,,,,,,,45.4469588,-75.7369926
node,13285595815,Altitude Gym Orléans,sports_centre,Sports Center,climbing,,Altitude Gym,265 Centrum Blvd,,,,45.481224,-75.509286
way,655777408,AMPED Sports Lab & Ice Complex,sports_centre,Sports Center,ice_hockey,,,2600 Leitrim Road,,,,45.3180955,-75.6269129
way,567226664,Aqua-Tots Swim Schools,sports_centre,Sports Center,swimming,Aqua-Tots Swim Schools,,145 Roland Michener Drive,,,,45.3080252,-75.9108566
node,5833495161,Archery Games Ottawa,sports_centre,Sports Center,archery,,,1860 Bank Street,,,,45.3690721,-75.6638825
way,87362809,Aréna Baribeau,sports_centre,Sports Center,aréna,,,231 Rue Magnus Est,,,,45.4939919,-75.6469236
way,87362850,Arena Beaudry,sports_centre,Sports Center,ice_hockey,,,23 Rue Saint-Alexandre,,,,45.4944038,-75.7569701
way,498301514,Aréna Guy Lafleur,sports_centre,Sports Center,ice_hockey;ice_skating,,,,,,,45.6010124,-75.2433021
way,476168562,Aréna Joseph-Lucien-Malo,sports_centre,Sports Center,ice_hockey,,,,,,,45.6185422,-75.0273574
node,5930606237,Arnprior Bowling Centre,sports_centre,Sports Center,10pin,,,120 John Street North,,,,45.434043,-76.354035
way,130299326,Athletics Building,sports_centre,Sports Center,,,Carleton University,1125 Colonel By Drive,,,,45.3862895,-75.694216
node,5737565970,Backyard Axe Throwing League,sports_centre,Sports Center,axe_throwing,,,2615 Lancaster Road,,,,45.3990753,-75.6108445
way,157604564,Beckwith Arena,sports_centre,Sports Center,ice_hockey,,,,,,,45.115821,-76.0844126
node,1649529097,Beckwith Recreation Complex,sports_centre,Sports Center,,,,,,,,45.1155179,-76.0843941
way,22597648,Bell Centennial Arena,sports_centre,Sports Center,ice_hockey,,Ottawa,50 Cassidy Road,,,,45.3246615,-75.8110175
way,470386795,Bell Sensplex,sports_centre,Sports Center,ice_hockey,,,1565 Maple Grove Road,,http://www.bellsensplex.ca/,,45.2973366,-75.9092249
way,233905575,Belltown Dome,sports_centre,Sports Center,ice_hockey,,Ottawa,2915 Haughton Avenue,,,,45.3601076,-75.8039946
way,68661978,Bernard Grandmaitre Arena,sports_centre,Sports Center,,,Ottawa,307 McArthur Avenue,,,,45.4328478,-75.6554553
way,483073689,Blackburn Hamlet Community Centre & Arena,sports_centre,Sports Center,,,Ottawa,190 Glen Park Drive,,https://blackburnhamlet.ca/community-hall-schedule/,,45.4303793,-75.5631065
node,13289343600,Bloc 9.81,sports_centre,Sports Center,climbing,,,79 Boulevard de la Gappe,+1 819-246-0981,https://bloc981.com,Mo-Fr 08:00-22:00; Sa-Su 09:00-23:00,45.4669687,-75.7187471
way,87374421,Bloc sportif,sports_centre,Sports Center,,,Cégep de l'Outaouais,,,,,45.4592045,-75.7707197
way,484351692,Bob MacQuarrie Recreation Complex,sports_centre,Sports Center,swimming;ice_skating;skateboard;ice_hockey,,City of Ottawa,1490 Youville Drive,+1 613 580-9600,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/bob-macquarrie-recreation-complex-orleans,,45.4663696,-75.5447923
node,5857487911,Bowling Centre,sports_centre,Sports Center,10pin,,,49 Bridge Street,,,,45.1379964,-76.1434856
way,68999426,Brewer Arena,sports_centre,Sports Center,,,Ottawa,151 Brewer Way,,,,45.389242,-75.6905205
way,68586155,Brian Kilrea Arena,sports_centre,Sports Center,,,Ottawa,2185 Arch Street,+1-613-247-4863,https://ottawa.ca/2/en/residents/facilities/canterbury-recreation-complex,,45.3903335,-75.628831
way,254644700,Canadian International Hockey Academy,sports_centre,Sports Center,ice_hockey,,,10 Canadian Lane,,,,45.5581957,-75.2709702
way,221214027,Canterbury Recreation Complex,sports_centre,Sports Center,,,Ottawa,2185 Arch Street,,,,45.390467,-75.6294775
node,5893678241,Capital Courts,sports_centre,Sports Center,basketball,,,1671 Vimont Court,,,,45.4915041,-75.4833913
way,482740221,Carlington Recreation Centre,sports_centre,Sports Center,,,Ottawa,1520 Caldwell Avenue,,,,45.3724695,-75.739118
way,808089787,Centre aquatique Lucien-Houle,sports_centre,Sports Center,swimming,,Ville de Gatineau,580-A Rue Maclaren Est,,,,45.5878718,-75.4009097
way,88236437,Centre aquatique Paul-Pelletier,sports_centre,Sports Center,swimming,,Ville de Gatineau,325 Chemin d'Aylmer,,https://ville.gatineau.qc.ca/page.asp?p=quoi_faire/activites_recreatives_sportives/baignade/piscines_interieures,,45.3970317,-75.8252295
way,273569877,Centre Meredith,sports_centre,Sports Center,,,,23 Cecil Road,,,,45.5072166,-75.7930207
node,485406118,Centre Plein Air Lac-Leamy,sports_centre,Sports Center,,,,,,,,45.4527143,-75.7269277
way,1014110594,Centre Slush Puppie,sports_centre,Sports Center,ice_hockey,,,500 Boulevard de la Cité,+1 819-317-1122,https://centreslushpuppie.com,,45.4832087,-75.6792851
way,95540415,Centre sportif de Buckingham,sports_centre,Sports Center,,,,455 Rue James,,,,45.5890695,-75.4109204
way,168226498,Centre sportif de Gatineau,sports_centre,Sports Center,,,,850 Boulevard de la Gappe,,,,45.4829849,-75.6820439
way,453774829,Champagne Bath Pool,sports_centre,Sports Center,swimming,,Ottawa,321 King Edward Avenue,+1-613-244-4402,https://ottawa.ca/2/en/residents/facilities/champagne-fitness-centre,Mo-Fr 06:30-21:30; Th 09:00-21:30; Sa-Su 09:00-16:30,45.4306598,-75.686739
way,91659670,Chesterville and District Arena,sports_centre,Sports Center,,,,,,,,45.1027375,-75.2380091
node,11764360693,Club Cascades,sports_centre,Sports Center,,,,,,,,45.5823369,-75.8733644
way,471920165,Complete Hockey Development Centre,sports_centre,Sports Center,ice_hockey,,,145 Iber Road,,,,45.275883,-75.902143
way,477553812,Complexe Branchaud-Briere,sports_centre,Sports Center,,,,499 Boulevard Labrosse,,,,45.4971693,-75.6444245
way,162282264,Complexe sportif du Mont-Bleu,sports_centre,Sports Center,,,,395 Boulevard de la Cité-des-Jeunes,,,,45.4620384,-75.7737056
way,342382726,Crysler Community Center Rink,sports_centre,Sports Center,,,,,,,,45.2158797,-75.1541252
node,5812491694,Dave Stathos Goalie Performance Center,sports_centre,Sports Center,ice_hockey,,,50 Frank Nighbor Place,,,,45.2991166,-75.9168899
way,378927344,Don Gamble Arena,sports_centre,Sports Center,ice_hockey,,Ottawa,515 Côté Street,,,,45.4362955,-75.6464675
way,473220688,Earl Armstrong Arena,sports_centre,Sports Center,ice_hockey;ice_skating,,Ottawa,2020 Ogilvie Road,,,,45.437545,-75.601336
way,91047578,Ebo Arts Martiaux,sports_centre,Sports Center,martial_arts,,,10 Rue Belmont,,,,45.3941481,-75.8302781
way,130299327,Fieldhouse,sports_centre,Sports Center,,,Carleton University,1125 Colonel By Drive,,,,45.3869277,-75.6945193
way,91827287,Finch Community Arena,sports_centre,Sports Center,ice_hockey,,,4 John Street,,,,45.1441489,-75.0883353
way,664747500,Flying Squirrel,sports_centre,Sports Center,gymnastics,,,1901 Cyrville Road,,,,45.41562,-75.5999515
way,68656482,Fred G. Barrett Arena,sports_centre,Sports Center,,,Ottawa,3280 Leitrim Road,,,,45.3311372,-75.597803
way,484003844,Gloucester Superdome Sport Centre,sports_centre,Sports Center,soccer,,Ottawa,1660 Bearbrook Road,,,,45.4423062,-75.5771259
way,672782978,Golf O Max,sports_centre,Sports Center,,,,1050 Baxter Road,,,,45.3536862,-75.7788585
way,548052591,Goulbourn Lawn Bowling Club,sports_centre,Sports Center,bowls,,City of Ottawa,2135 Huntley Road,,https://www.goulbournlawnbowlingclub.com/,,45.2325358,-75.9022965
way,471520447,Goulbourn Recreation Complex,sports_centre,Sports Center,,,Ottawa,1500 Shea Road,,,,45.26313,-75.9076905
way,191992035,Greely Indoor Swimming Pool,sports_centre,Sports Center,swimming,,,,,,,45.2596277,-75.5511975
