OBJECTID,BOARD,CATEGORY,NAME,NUM,STREET,PHONE,FULL_BOARD,CATEGORY_FR,BOARD_FR,NAME_FR,FULL_BOARD_FR,GlobalID,LONGITUDE,LATITUDE
4899,OCDSB,Elementary,Castor Valley Elementary School,2630,ch. Grey’s Creek Rd,613-821-1272,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Castor Valley,Ottawa-Carleton District School Board,{AE7BDBE1-E057-445E-80D6-40D92FF58C92},-75.5177888444668,45.21584018447591
4900,OCDSB,Elementary,Barrhaven Public School,80,prom. Larkin  Dr,613-825-2691,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Barrhaven ,Ottawa-Carleton District School Board,{482B6C7B-0311-4F16-848F-451594E32751},-75.76403355421765,45.281000563772444
4901,OCDSB,Elementary,Jockvale Elementary School,101,prom. Malvern Dr,613-825-1224,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Jockvale,Ottawa-Carleton District School Board,{0C2576E9-6910-472E-9D34-9DC2794C2C25},-75.7601600591367,45.27938571372215
4902,OCDSB,Elementary,Bayshore Public School,145,crois. Woodridge  Cr,613-828-8698,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Bayshore,Ottawa-Carleton District School Board,{8DC7D027-3936-43E4-97ED-A8FEB8E644BF},-75.81044597007745,45.349732558795544
4903,OCDSB,Alternate Program,Norman Johnston Secondary Alternate Program,2401,crois. Cleroux Cr,613-841-7510,Ottawa-Carleton District School Board,Éducation Alternative,OCDSB,Programme secondaire alternatif Norman Johnston,Ottawa-Carleton District School Board,{E8A9ADA0-E74C-4DA3-9695-4CAEA3CA27A4},-75.54905336135597,45.43682507976549
4904,OCDSB,Elementary,Roberta Bondar Public School,159,prom. Lorry Greenberg Dr,613-736-7334,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Roberta Bondar,Ottawa-Carleton District School Board,{91629B09-8C92-4CD1-9F22-BF508E2AC62D},-75.62745289083466,45.366178897644865
4905,OCDSB,Elementary,A. Lorne Cassidy Elementary School,27,rue Hobin St,613-831-3434,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire A.-Lorne-Cassidy,Ottawa-Carleton District School Board,{3C701B5D-096F-49DD-B3CD-11F5C507E9BB},-75.93317828678713,45.26258226432462
4906,OCDSB,Elementary,Stonecrest Elementary School,3791,ch. Stonecrest Rd,613-832-5527,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Stonecrest,Ottawa-Carleton District School Board,{E7A26287-ADC9-4D4E-89D0-03BA9B6D814B},-76.11510885847478,45.435918314400105
4907,OCDSB,Elementary,Roch Carrier Elementary School,401,prom. Stonehaven Dr,613-254-8400,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Roch-Carrier,Ottawa-Carleton District School Board,{C019CBD9-B44A-4427-92B8-C225717A49C0},-75.84668757315389,45.28382028759754
4908,OCDSB,Elementary,Avalon Public School,2080,boul. Portobello Blvd,613-834-7313,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Avalon,Ottawa-Carleton District School Board,{498CBBCF-E2C3-4D8B-A6DF-60AC3A865194},-75.46653827226832,45.45821655864218
4909,OCDSB,Secondary,Brookfield High School,824,ch. Brookfield Rd,613-733-0610,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Brookfield,Ottawa-Carleton District School Board,{571EB81A-AB07-4B4A-8F03-A5B33A10005D},-75.68465222003232,45.372534860462046
4910,OCDSB,Special Education,Crystal Bay Centre for Special Education,31,prom. Moodie Dr,613-828-5376,Ottawa-Carleton District School Board,Éducation Spéciale,OCDSB,Centre d'éducation spéciale Crystal Bay ,Ottawa-Carleton District School Board,{A7F543B9-4E78-447D-BA55-009AC6F60D15},-75.84409538468856,45.349238747152086
4911,OCDSB,Elementary,Cambridge Street Community Public School,250,rue Cambridge St  N,613-239-2216,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique communautaire de la rue Cambridge,Ottawa-Carleton District School Board,{913A7929-AF98-453B-817F-DDDE48220A52},-75.70552317069374,45.408230121907394
4912,OCDSB,Intermediate,Sir Winston Churchill Public School,49,av. Mulvagh Ave,613-224-2336,Ottawa-Carleton District School Board,Intermédiaire,OCDSB,École publique Sir Winston Churchill ,Ottawa-Carleton District School Board,{E72A2FCB-F47B-49C0-B519-0EDB937403FB},-75.72837094678285,45.35424134289887
4913,OCDSB,Elementary,Steve MacLean Public School,4175,ch. Spratt Rd,613-822- 0341,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Steve MacLean ,Ottawa-Carleton District School Board,{3F653D09-7673-430A-8EC5-379DD1981570},-75.6854249490431,45.28150601909654
4914,OCDSB,Elementary,Stittsville Public School,40,prom. Granite Ridge Dr,613-836-2818,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Stittsville,Ottawa-Carleton District School Board,{4B11260A-C769-4DF7-BD43-0EBF19DBE7C6},-75.90852066501361,45.271015266885264
4915,OCDSB,Elementary,Trillium Elementary School,1515,boul. Varennes Blvd,613-841-7393,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Trillium,Ottawa-Carleton District School Board,{5818B199-DD2F-4EBC-A098-E1C806251EDF},-75.47264030970273,45.47947768586696
4916,OCDSB,Elementary,Vimy Ridge Public School,4180,prom. Kelly Farm Dr,613-425-4400,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique de Vimy Ridge,Ottawa-Carleton District School Board,{85AAC6E9-4CEA-446E-B3AE-B7633C89CA11},-75.60153327712247,45.31680502284282
4917,OCDSB,Secondary,Ridgemont High School,2597,prom. Alta Vista Dr,613-733-4860,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Ridgemont ,Ottawa-Carleton District School Board,{EB23ADE7-53A0-4138-A62E-86BF32BFED62},-75.65913904907043,45.376132291147684
4918,OCDSB,Elementary,Terry Fox Elementary School,6400,boul. Jeanne D'Arc Blvd,613-837-3251,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Terry-Fox,Ottawa-Carleton District School Board,{50A82D91-8FEE-49CD-8EBE-AE05FCAB4A03},-75.5398122959085,45.477854586663916
4919,OCDSB,Elementary,Vincent Massey Public School,745,ch. Smyth Rd,613-733-5955,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Vincent-Massey,Ottawa-Carleton District School Board,{0312D36C-8835-423B-BA90-8E8DFBBFD303},-75.63665354467076,45.40056635872666
4920,OCDSB,Elementary,W.E. Gowling Public School,250,av. Anna Ave,613-728-3537,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique W.E. Gowling,Ottawa-Carleton District School Board,{5D813FD1-BEF7-489E-87B6-3982FEFD2D7D},-75.73186991266228,45.382457099052004
4921,OCDSB,Elementary,York Street Public School,310,rue York St,613-239-2214,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique de la rue York,Ottawa-Carleton District School Board,{A88D8A18-64BC-411A-9D00-FDD1F306509B},-75.68294878428492,45.432006254681006
4922,OCDSB,Secondary,Adult High School,300,rue Rochester St,613-239-2707,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire pour adultes,Ottawa-Carleton District School Board,{0FB30C72-7728-4BC2-9E9A-A377A45F540E},-75.71029203188971,45.4047218286674
4923,OCDSB,Secondary,Cairine Wilson Secondary School,975,boul. Orléans Blvd,613-824-4411,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Cairine-Wilson,Ottawa-Carleton District School Board,{5543C720-BF50-4DB8-9D9F-2A28001945A2},-75.53994064719629,45.482354713672976
4924,OCDSB,Secondary,Canterbury High School,900,av. Canterbury Ave,613-731-1191,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Canterbury,Ottawa-Carleton District School Board,{94585759-0BB2-4764-B2A8-0590D5466ABE},-75.62601428202628,45.388031685654404
4925,OCDSB,Secondary,Bell High School,40,ch. Cassidy Rd,613-828-9101,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Bell,Ottawa-Carleton District School Board,{5BB485E5-2470-47A8-877F-886C6CCA16CC},-75.8095120240159,45.32641442696761
4926,OCDSB,Secondary,Colonel By Secondary School,2381,ch. Ogilvie Rd,613-745-9411,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Colonel By,Ottawa-Carleton District School Board,{0709A7C8-BF90-4F17-B231-13E42DFE7661},-75.6002535129142,45.45506765976251
4927,OCDSB,Elementary,Arch Street Public School,2129,rue Arch St,613-733-0205,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique de la rue Arch,Ottawa-Carleton District School Board,{CE9FADEA-A37C-4CB8-BA34-74360FBB2D83},-75.63018305962932,45.39184284555296
4928,OCDSB,Secondary,Ottawa Technical Secondary School,485,rue Donald St,613-745-0347,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire technique d'Ottawa,Ottawa-Carleton District School Board,{BB54C7DF-5713-4629-81E7-AC23624E4636},-75.64634735383491,45.4295419496396
4929,OCDSB,Elementary,Bells Corners Public School,3770,ch. Old Richmond Rd,613-828-3100,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Bells Corners,Ottawa-Carleton District School Board,{23622D75-92AE-4A9E-AA28-D02541BCDA04},-75.82524859797539,45.32471747175961
4930,OCDSB,Elementary,Bayview Public School,185,prom. Owl Dr,613-733-4726,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Bayview,Ottawa-Carleton District School Board,{2A525254-6DD6-4FE9-BF41-24D5691C17B1},-75.66561166491573,45.35527649576761
4931,OCDSB,Elementary,Briargreen Public School,19,crois. Parkfield Cr,613-828-5027,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Briargreen,Ottawa-Carleton District School Board,{817B2AB6-30D0-473A-9D63-58E72165AED0},-75.77751377488076,45.33778904947714
4932,OCDSB,Elementary,Bridlewood Community Elementary School,63,prom. Bluegrass Dr,613-591-3683,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Bridlewood Community,Ottawa-Carleton District School Board,{76748529-1E41-440E-AF0A-F99E73C6692D},-75.86090123680545,45.28514384405088
4933,OCDSB,Secondary,Sir Wilfrid Laurier Secondary School,1515,ch. Tenth Line Rd,613-834-4500,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Sir Wilfrid Laurier,Ottawa-Carleton District School Board,{F731078F-F76C-4737-BB98-3C04EF8B0ABF},-75.4938820247263,45.47319867542351
4934,OCDSB,Secondary,South Carleton High School,3673,rue McBean St,613-838-2212,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire South Carleton,Ottawa-Carleton District School Board,{EC27001E-BED9-4A0B-BC63-3B82836B6566},-75.82807512276234,45.186577925518236
4935,OCDSB,Secondary,Woodroffe High School,2410,prom. Georgina Dr,613-820-7186,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Woodroffe,Ottawa-Carleton District School Board,{6012EAAD-5E6F-457F-AB51-A496BDA572AB},-75.78026502174524,45.36238130851639
4936,OCDSB,Elementary,Carleton Heights Public School,1660,prom. Prince Of Wales Dr,613-224-7922,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Carleton Heights,Ottawa-Carleton District School Board,{2AF3BC5C-F64A-47F4-9076-B0680B8B32D4},-75.70104045256015,45.36092844449885
4937,OCDSB,Elementary,Carson Grove Elementary School,1401,ch. Matheson Rd,613-745-0195,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Carson Grove,Ottawa-Carleton District School Board,{9CF3D692-9603-4684-83DC-F925DA80290B},-75.62274324478558,45.43693088977177
4938,OCDSB,Alternate Program,Frederick Banting Secondary Alternate Program,1453,rue Stittsville Main St,613-591-7678,Ottawa-Carleton District School Board,Éducation Alternative,OCDSB,Programme alternatif Frederick Banting (Stittsville),Ottawa-Carleton District School Board,{6971298C-7D76-4CD7-9A03-D47E7C45C260},-75.92241344236086,45.26067448496764
4939,OCDSB,Secondary,Glebe Collegiate Institute,212,av. Glebe Ave,613-239-2424,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire supérieure Glebe,Ottawa-Carleton District School Board,{75C043B2-7422-4EBA-89A0-64E7A4F93CC0},-75.69703212843991,45.40161831253784
4940,OCDSB,Secondary,Gloucester High School,2060,ch. Ogilvie Rd,613-745-7176,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Gloucester,Ottawa-Carleton District School Board,{82875916-D610-4128-9199-994D574E5865},-75.59886353081045,45.43875176202551
4941,OCDSB,Secondary,Hillcrest High School,1900,ch. Dauphin Rd,613-733-1755,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Hillcrest,Ottawa-Carleton District School Board,{64556EB9-0696-4EE2-A919-373FE52FF2D0},-75.63913973552583,45.39834452553892
4942,OCDSB,Secondary,Lisgar Collegiate Institute,29,rue Lisgar St,613-239-2696,Ottawa-Carleton District School Board,Secondaire,OCDSB,Institut collégial Lisgar,Ottawa-Carleton District School Board,{F1F87A85-DDD1-4735-BC9D-E39B47928808},-75.68798784254867,45.42089024130263
4943,OCDSB,Secondary,Longfields-Davidson Heights Secondary School,149,prom. Berrigan Dr,613-843-7722,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Longfields-Davidson Heights ,Ottawa-Carleton District School Board,{F6934587-0745-44A6-A6BA-5514511F8C6E},-75.74039891233012,45.27973175386278
4944,OCDSB,Secondary,Merivale High School,1755,ch. Merivale Rd,613-224-1807,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Merivale,Ottawa-Carleton District School Board,{689882D3-84C3-446C-BC8F-24F9AA390FA2},-75.7276359865399,45.34351025992419
4945,OCDSB,Secondary,Nepean High School,574,av. Broadview Ave,613-722-6551,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Nepean,Ottawa-Carleton District School Board,{5C92575E-FD39-40FC-B631-ADFBC5C8C6AD},-75.7591283736773,45.38377965327053
4946,OCDSB,Secondary,Sir Guy Carleton Secondary School,55,prom. Centrepointe Dr,613-723-5136,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Sir Guy Carleton,Ottawa-Carleton District School Board,{A2FD5939-69DD-4D2F-87C8-DA032BEC6F21},-75.7657848477118,45.346928904547234
4947,OCDSB,Secondary,Osgoode Township High School,2800,ch. 8th Line Rd,613-821-2241,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire du Canton d'Osgoode,Ottawa-Carleton District School Board,{55D7F4AF-FFFB-4042-A528-179869DAA6C4},-75.4700668942302,45.22882594001923
4948,OCDSB,Elementary,Queen Mary Street Public School,557,rue Queen Mary St,613-749-1692,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique de la rue Queen Mary,Ottawa-Carleton District School Board,{81EAE72D-9C47-42B7-97DD-BC0381659CD3},-75.64240925910526,45.42628210401959
4949,OCDSB,Elementary,Riverview Alternative,260,crois. Knox Cr,613-733-6898,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École alternative Riverview,Ottawa-Carleton District School Board,{74D1DEAE-3589-4128-8984-CCCC9FE5B03B},-75.65480410290276,45.40575909831549
4950,OCDSB,Elementary,Robert E. Wilson Public School,373,av. McArthur Ave,613-745-9489,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Robert E. Wilson,Ottawa-Carleton District School Board,{82D6B8DA-7157-4180-BD2B-188503BD99DD},-75.65115649818317,45.43270023286756
4951,OCDSB,Elementary,Robert Hopkins Public School,2011,av. Glenfern Ave,613-745-2119,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Robert Hopkins,Ottawa-Carleton District School Board,{FE4C65A9-1FEB-405D-A764-E31B86877DB0},-75.60454371130261,45.45706297152065
4952,OCDSB,Elementary,Rockcliffe Park Public School,350,ch. Buena Vista Rd,613-749-5387,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Rockcliffe Park,Ottawa-Carleton District School Board,{64F6B7C0-1D04-4A37-9661-141F429E57A7},-75.67817989883443,45.45002149521849
4953,OCDSB,Elementary,Roland Michener Public School,100,prom. Penfield Dr,613-592-2126,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Roland-Michener,Ottawa-Carleton District School Board,{FA5E4E94-159D-4F98-ADCE-2CC3B0838F47},-75.89317597391032,45.32839107181262
4954,OCDSB,Elementary,Sawmill Creek Elementary School,3400,av. D’Aoust Ave,613-521-5922,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Sawmill Creek,Ottawa-Carleton District School Board,{73B9094D-1C7F-4ED5-97C0-47A7AB947BAF},-75.63352495597962,45.3495291952164
4955,OCDSB,Elementary,Severn Avenue Public School,2553,av. Severn Ave,613-829-8082,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique de l'avenue Severn,Ottawa-Carleton District School Board,{6991A0B0-DCEA-48C9-9351-ED73EFED2AEC},-75.78341960498577,45.35718195408367
4956,OCDSB,Elementary,Agincourt Road Public School,1250,ch. Agincourt Rd,613-225-2750,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Agincourt,Ottawa-Carleton District School Board,{A0EE7B9B-951B-4AFA-9C20-2F4C47A80B64},-75.75210775496595,45.36077845252487
4957,OCDSB,Elementary,Alta Vista Public School,1349,av. Randall  Ave,613-733-7124,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Alta Vista,Ottawa-Carleton District School Board,{F5293A32-C060-4421-84ED-7D9187DCF3FD},-75.66523181229783,45.383855033021504
4958,OCDSB,Special Education,Clifford Bowey Public School,1300,av. Kitchener Ave,613-737-4401,Ottawa-Carleton District School Board,Éducation Spéciale,OCDSB,École publique Clifford Bowey,Ottawa-Carleton District School Board,{C6293D7E-FC58-424D-AFC8-0423B003738C},-75.65687657285709,45.36769305395377
4959,OCDSB,Intermediate,Cedarview Middle School,2760,ch. Cedarview Rd,613-825-2185,Ottawa-Carleton District School Board,Intermédiaire,OCDSB,École intermédiaire Cedarview,Ottawa-Carleton District School Board,{554011A7-E829-4F34-A9BF-706E377D62CF},-75.78021933792147,45.277287591865196
4960,OCDSB,Elementary,Charles H. Hulse Public School,2605,prom. Alta Vista Dr,613-521-8535,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Charles H. Hulse,Ottawa-Carleton District School Board,{AC1CE13A-3228-4617-A2AA-EAE9B8416E93},-75.66007970644546,45.37468147147397
4961,OCDSB,Elementary,Centennial Public School,376,rue Gloucester St,613-239-2277,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Centennial,Ottawa-Carleton District School Board,{81252D78-70F7-4114-9B82-0A0ED9D2AF72},-75.70456028720194,45.414988570054064
4962,OCDSB,Elementary,D. Roy Kennedy Public School,919,av. Woodroffe Ave,613-728-1993,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique D. Roy Kennedy ,Ottawa-Carleton District School Board,{5E4A3644-62A4-4EFE-A18E-8453D44A60F0},-75.76964706803761,45.36517557461769
4963,OCDSB,Elementary,Convent Glen Elementary School,1708,prom. Grey Nuns Dr,613-824-8177,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Convent Glen,Ottawa-Carleton District School Board,{7B4FE9B9-F966-4A7C-A58F-6098EC7E6168},-75.53654578887178,45.46986363216339
4964,OCDSB,Elementary,Devonshire Community Public School,100,av. Breezehill Ave,613-729-3169,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique communautaire Devonshire,Ottawa-Carleton District School Board,{724526A1-8A6C-4DDA-9D4B-066E4DF4CC7D},-75.71889564832,45.4054699669651
4965,OCDSB,Elementary,Dunlop Public School,1310,ch. Pebble Rd,613-521-4611,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Dunlop,Ottawa-Carleton District School Board,{C2637407-5DC3-4096-B932-854FFA2E6072},-75.64996875559598,45.36094710060373
4966,OCDSB,Elementary,Dunning-Foubert Elementary School,1610,prom. Prestwick Dr,613-824-5800,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Dunning-Foubert,Ottawa-Carleton District School Board,{34911684-B8E0-4E86-9989-FF3D68392D32},-75.4986220697646,45.466949942150364
4967,OCDSB,Intermediate,Emily Carr Middle School,2681,ch. Innes Rd,613-824-5455,Ottawa-Carleton District School Board,Intermédiaire,OCDSB,École intermédiaire Emily Carr,Ottawa-Carleton District School Board,{B51B210B-6DB9-4E8B-ACA9-52B1343D8F6B},-75.56262035029238,45.4344560399776
4968,OCDSB,Elementary,Elmdale Public School,49,rue Iona St,613-728-4653,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publqiue Elmdale,Ottawa-Carleton District School Board,{14DE8A40-A2DD-4D0A-A50A-3EFF5ED9FEA8},-75.73592453864721,45.39430818540678
4969,OCDSB,Elementary,Fallingbrook Community Elementary School,679,crois. Deancourt Cr,613-830-8817,Ottawa-Carleton District School Board,Élémentaire,OCDSB,"École élémentaire Fallingbrook Community
",Ottawa-Carleton District School Board,{E2BA2141-CDC7-443A-8CB4-8839B0E4C7D6},-75.48647112126167,45.48145304
4970,OCDSB,Elementary,Fielding Drive Public School,777,prom. Fielding Dr,613-731-4928,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique de la promenade Fielding,Ottawa-Carleton District School Board,{7895BC09-D84C-483D-95A9-F7AD77355C9A},-75.67789476008853,45.36204212119035
4971,OCDSB,Secondary,Sir Robert Borden High School,131,ch. Greenbank Rd,613-829-5320,Ottawa-Carleton District School Board,Secondaire,OCDSB,École secondaire Sir Robert Borden,Ottawa-Carleton District School Board,{77801410-2821-4CDE-9BA4-AA8D111D7A03},-75.78120411335674,45.33232157683693
4972,OCDSB,Elementary,Half Moon Bay Public School,3525,av. River Run Ave,613-692-5454,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Half Moon Bay,Ottawa-Carleton District School Board,{9FBBB87E-2851-43A0-BCD6-A363ECFC52CC},-75.746267884559,45.25292263739117
4973,OCDSB,Elementary,Summerside Public School,2350,boul. Portobello Blvd,613-424-3208,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Summerside,Ottawa-Carleton District School Board,{14DAE549-58A3-4347-B834-5862C33188F5},-75.46318590695168,45.45065407627647
4974,OCDSB,Elementary,First Avenue Public School,73,av. First Ave,613-239-2261,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique de l'avenue First,Ottawa-Carleton District School Board,{44AC5BAE-3BA3-4042-9BCB-5AA61C24D91C},-75.68545458356598,45.40638650513402
4975,OCDSB,Elementary,Forest Valley Elementary School,1570,prom. Forest Valley Dr,613-824-0733,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Forest Valley,Ottawa-Carleton District School Board,{3D26F015-5B02-471D-8C33-B2DE029FDD26},-75.53816666315639,45.44930532630047
4976,OCDSB,Intermediate,Glashan Public School,28,av. Arlington Ave,613-239-2264,Ottawa-Carleton District School Board,Intermédiaire,OCDSB,École publique Glashan,Ottawa-Carleton District School Board,{830BB851-C48D-4B9E-B4F7-B0D5E5E9ABC9},-75.69325371104864,45.409528223845626
4977,OCDSB,Intermediate,Goulbourn Middle School,2176,"prom. Huntley Dr, RR#3",613-836-1312,Ottawa-Carleton District School Board,Intermédiaire,OCDSB,École intermédiaire Goulbourn,Ottawa-Carleton District School Board,{E8F047EB-2CF9-497A-BF25-8C18CE5879D3},-75.9016569873723,45.23018871944898
4978,OCDSB,Elementary,Greely Elementary School,7066,ch. Parkway Rd,613-821-2291,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Greely,Ottawa-Carleton District School Board,{450DFBE6-EE06-46B1-A765-BB4C3E2DCFCA},-75.5636011255297,45.26095531516083
4979,OCDSB,Elementary,Hawthorne Public School,2158,boul. St. Laurent Blvd,613-733-6221,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Hawthorne,Ottawa-Carleton District School Board,{FFBEA985-9FE3-484A-9B03-9F777265D353},-75.6202652232097,45.392297853926124
4980,OCDSB,Elementary,Henry Larsen Elementary School,1750,prom. Sunview Dr,613-830-4634,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Henry Larsen,Ottawa-Carleton District School Board,{06667CDF-1EC7-491A-9CDA-733197572B92},-75.51259358175155,45.460210899547576
4981,OCDSB,Elementary,Heritage Public School,1375,ch. Colonial Rd,613-835-1700,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Heritage,Ottawa-Carleton District School Board,{9ED0D6E7-0612-40C2-8F32-C6CDFC4CA216},-75.41654534685748,45.42150389938928
4982,OCDSB,Elementary,Hilson Avenue Public School,407,av. Hillson Ave,613-728-4607,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique de l'avenue Hilson,Ottawa-Carleton District School Board,{5E4CFB90-37AB-41D8-9299-E822C238593C},-75.74447857076876,45.39527898696421
4983,OCDSB,Elementary,Hopewell Avenue Public School,17,av. Hopewell Ave,613-239-2348,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique de l'avenue Hopewell,Ottawa-Carleton District School Board,{4D05ECB1-5A60-48F1-B6E9-5A6DC21FBBEF},-75.68374048212122,45.39359303535768
4984,OCDSB,Elementary,Huntley Centennial Public School,118,"prom. Langstaff Dr, Box 100",613-839-2020,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Huntley Centennial,Ottawa-Carleton District School Board,{3F92AAAF-940A-4619-9E15-9D0AE3325FEE},-76.03047741493455,45.346070060279196
4985,OCDSB,Elementary,John Young Elementary School,5,prom. Morton Dr,613-836-5987,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire John Young,Ottawa-Carleton District School Board,{DFA4C970-8130-4417-B0F2-C0C8D56BCB9F},-75.88417871751915,45.28975717298553
4986,OCDSB,Elementary,Kanata Highlands Public School,425,prom. Terry Fox Dr,613-591-6098,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Kanata Highlands,Ottawa-Carleton District School Board,{BE0003C8-7207-4A62-BA36-1A362EED7A8A},-75.9382204550184,45.3384623247515
4987,OCDSB,Elementary,Kars on the Rideau Public School,6680,"prom. Dorack Dr, Box10",613-489-2024,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Kars on the Rideau,Ottawa-Carleton District School Board,{585634C0-C05E-42AB-86B2-3368F3CE9A19},-75.65049833671047,45.1524441894993
4988,OCDSB,Elementary,Katimavik Elementary School,64,prom. Chimo Dr,613-592-5462,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Katimavik,Ottawa-Carleton District School Board,{152A3A64-23B5-4C03-B80F-6248C58CF6C5},-75.88962524351096,45.30974514890199
4989,OCDSB,Elementary,Lakeview Public School,35,ch. Corkstown Rd,613-828-8077,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Lakeview,Ottawa-Carleton District School Board,{8D0728D8-C07A-4114-8D5D-658D61A4469C},-75.82367413964151,45.347726448039154
4990,OCDSB,Elementary,Le Phare Elementary School,1965,prom. Naskapi Dr,613-744-2597,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Le Phare,Ottawa-Carleton District School Board,{00EF5479-11D4-478E-AF1D-45CDA9B05B7E},-75.60273015467779,45.449661137188635
4991,OCDSB,Elementary,Manordale Public School,16,rue Carola St,613-226-6393,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Manordale,Ottawa-Carleton District School Board,{E1E5ECEF-5A56-4A98-803F-E1034FDF3C69},-75.7599851760155,45.328667438421604
4992,OCDSB,Elementary,Metcalfe Public School,2701,rue 8th Line Rd,613-821-2261,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Metcalfe,Ottawa-Carleton District School Board,{69F91258-E012-4FF8-BDB1-4E342660FCCA},-75.47084839439142,45.23347658006851
